PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
tQMy1,7r/p1pkqp1p/2pb1n2/3p4/8/1P2P3/P1PP1PPP/RN1QK2R w KQ - 0 11,e1g1 e7e5 g2g3 e5a1,2003,75,95,2798,advantage middlegame short trappedPiece,https://lichess.org/ed25NHZi#Some(20),Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
d0NB6,r1b3k1/pp3pp1/5n1p/q1b1p3/2PrN2Q/6P1/PP1BPPBP/R4RK1 b - - 1 18,d4e4 d2a5 e4h4 g3h4,2038,75,90,394,crushing middlegame short,https://lichess.org/NFg1y6pe/black#Some(35),Zukertort_Opening Zukertort_Opening_Queens_Gambit_Invitation
6TxBq,2rr2k1/1pq2pbp/1n2n1p1/3BP3/pP3P2/P1NQ2PP/7K/2BR1R2 w - - 3 30,c1b2 b6d5 c3d5 c7c2 h2h1 c2b2,2000,76,90,653,advantage fork long master middlegame,https://lichess.org/4kSJiFMi#Some(58),
UUFQ5,7r/pbpnqpkr/1p2p1p1/4Pn2/2BPN1Q1/5N1P/PP3PP1/3RR1K1 w - - 3 19,e4g5 h7h4 g5e6 f7e6 f3h4 h8h4,2160,80,91,1708,advantage long middlegame,https://lichess.org/aWQ6kusD#Some(36),Queens_Gambit_Accepted Queens_Gambit_Accepted_Rosenthal_Variation
uHpF5,r4rk1/5pb1/1pb3pp/p1q1p2n/2PpP3/P5B1/1PB2PPP/2RQRNK1 b - - 7 24,c5c4 c2b3 c4b5 a3a4 b5b4 c1c6,2132,75,91,766,advantage long middlegame,https://lichess.org/8zC0KSZm/black#Some(47),
RiD4G,r4rk1/6p1/pq2p2p/1p1nP3/3b2Q1/1P3N2/P5PP/3R1R1K w - - 0 25,f3d4 d5e3 f1f8 a8f8 g4e6 b6e6 d4e6 e3d1 e6f8 g8f8,2330,94,90,1457,crushing fork middlegame veryLong,https://lichess.org/pHxOQNLg#Some(48),
Et9At,r1b4R/p2nkppp/2N1p3/B7/2q1n3/8/1P1Q1PPP/4K2R b K - 1 20,c4c6 a5d8,2085,78,95,3560,mate mateIn1 middlegame oneMove,https://lichess.org/2NNCuPIr/black#Some(39),
ZpWON,8/1k1qbp2/1p2p3/3pPn1p/rn3N2/6PP/1R4BK/1Q2B3 b - - 1 30,d7b5 f4d5 e6d5 b1f5,2289,80,90,315,crushing deflection master middlegame short,https://lichess.org/Qmeyh5XW/black#Some(59),
EQWOG,4r3/1b3pbk/p2q2pp/1p1p4/3P4/P4Q1P/1PB1NPP1/3R2K1 w - - 2 23,f3f7 e8e2 c2d3 e2e7 d3g6 h7h8,2023,77,93,4313,advantage hangingPiece long middlegame,https://lichess.org/z79ALlVW#Some(44),
jpYPQ,4rr1k/1p4Rp/p3Np1Q/1n6/2qP4/6P1/5P1P/6K1 b - - 2 34,c4d3 g7g8 f8g8 h6f6 g8g7 f6g7,2234,76,94,5681,deflection long mate mateIn3 middlegame sacrifice,https://lichess.org/u5nh3Zl0/black#Some(67),
hOUPC,5r2/pb2p1kp/1pq2pn1/8/2P3Q1/5B2/P1P2PPP/4R1K1 b - - 2 25,c6c8 e1e7 f8f7 e7b7 c8g4 b7f7 g7f7 f3g4,2065,75,90,1608,advantage middlegame pin veryLong,https://lichess.org/duK4dglw/black#Some(49),
kkHhI,5rk1/p1p2Bp1/3p3p/1p4q1/1b1N4/4RQ2/P2n1PPP/6K1 b - - 0 22,f8f7 e3e8 g8h7 f3f7 d2f3 d4f3 g5c1 f3e1,2198,75,94,7062,crushing deflection middlegame veryLong,https://lichess.org/VYZci24w/black#Some(43),
w7VkK,2r2k1r/1p3Pp1/4P2p/3N4/p2P4/P1N4P/1q4P1/n4RK1 b - - 0 31,c8c7 d5c7 b2c3 e6e7 f8e7 c7d5 e7f8 d5c3,2062,78,92,348,advancedPawn advantage attraction fork middlegame veryLong,https://lichess.org/u2d8dPpo/black#Some(61),
GHDce,r5k1/pppqb2p/3p1nr1/8/3PPBpQ/2N5/PPP3PP/R3K2R w KQ - 1 19,e1c1 f6d5 h4e1 d5f4,2223,81,90,655,advantage middlegame short,https://lichess.org/6agtrft8#Some(36),Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit
bj4mO,2r2rk1/1p2bNpp/p3pn2/6B1/b2P4/2q5/B2RQPPP/4R1K1 b - - 0 19,f8f7 e2e6 c8f8 e6e7,2276,84,90,782,advantage master middlegame pin short,https://lichess.org/V9sF495g/black#Some(37),Queens_Gambit_Accepted Queens_Gambit_Accepted_Classical_Defense
LO0Yz,q3r1k1/1b1n1ppp/8/2b1P3/3p2n1/5NP1/2QN1PBP/B3R1K1 w - - 1 23,f3g5 d4d3 c2c5 d7c5,2082,78,91,1985,crushing middlegame short,https://lichess.org/KBuNdJHu#Some(44),
bZFTa,r4r2/1b2qp1k/p3pnp1/8/1p1NnNR1/3BQ2P/PPP5/2KR4 b - - 3 22,e6e5 g4h4 f6h5 h4h5 g6h5 d3e4 b7e4 e3e4,2354,79,90,2932,crushing middlegame veryLong,https://lichess.org/MVHWKA3I/black#Some(43),
uVcGA,3k3r/pp3ppp/3b4/2pB4/4PP2/q1P5/3B2PP/3R1RK1 b - - 0 24,b7b5 d1a1 a3b2 a1a2 b2a2 d5a2,2432,76,93,1812,advantage long middlegame trappedPiece,https://lichess.org/SA8zTJXX/black#Some(47),
J1rCO,2r3rk/1p3Qpp/pq4n1/8/P1P5/8/1B3RPP/5R1K b - - 4 32,c8f8 f7g7 g8g7 f2f8 g6f8 f1f8,2085,75,94,11750,deflection discoveredAttack long mate mateIn3 middlegame pin sacrifice,https://lichess.org/QlYnpBfS/black#Some(63),
968VS,2kr4/pp6/2b1p2q/2b1P2B/1P5P/2Pp2NR/P3Q2K/RN6 w - - 0 27,e2g4 c5g1 h2g1 h6e3 g1f1 d8f8 g3f5 f8f5 g4f5 e3c1,2270,108,90,21,advantage attraction exposedKing middlegame sacrifice veryLong,https://lichess.org/SLpe34Db#Some(52),
PGHEd,3r3r/pkp5/5p2/1P1p1q2/Q4B2/P2P1nPp/8/R3R2K b - - 0 25,f3e1 a4a6 b7b8 b5b6,2132,76,91,1469,crushing middlegame short,https://lichess.org/GqxqHqDy/black#Some(49),
gyWO4,r1r3k1/2qn1ppp/2b1p1n1/p2pN1P1/3P1P2/P1PB3R/3NQR1P/6K1 w - - 1 26,h3h7 d7e5 f4e5 g8h7,2178,76,91,3100,advantage intermezzo master middlegame short,https://lichess.org/ShrqFfFH#Some(50),
jlakP,r4r1k/1b4p1/p7/1p6/3PB2q/2N4n/PPQ2P1P/R4RK1 w - - 2 24,g1g2 h4g4 g2h1 g4f3 e4f3 b7f3,2327,78,93,4876,long mate mateIn3 middlegame sacrifice xRayAttack,https://lichess.org/pmo2n2Mq#Some(46),
W2v8X,3r4/1b2QNkp/2p3p1/1p6/3q1P2/P1n4P/6P1/R6K b - - 2 37,c3d5 f7d8 d5e7 d8e6 g7f7 e6d4,2311,81,93,7029,advantage discoveredAttack fork long middlegame sacrifice,https://lichess.org/HC2OhSmT/black#Some(73),
wFt6u,1rq1k2r/4bppp/p1N1pn2/B1Pp1b2/Q2P4/4P3/PP3PPP/R3K2R b KQk - 0 16,b8b2 c6a7 c8d7 c5c6,2093,78,91,329,advantage discoveredAttack middlegame short,https://lichess.org/RDasx90o/black#Some(31),Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
qLO1j,r1bk1b1r/1p3pp1/p4q1p/3p4/3N1P2/P1N5/1PP1Q1PP/R3K2R w KQ - 2 16,c3d5 f6d4 a1d1 d4b2,2402,158,100,18,equality hangingPiece middlegame short,https://lichess.org/lS9GEyI4#Some(30),
Ny2dB,r2q1rk1/1bp2pb1/p3pnpp/1p2pnB1/4N3/1BN4Q/PPP2PPP/3RR1K1 b - - 1 17,d8e7 g5f6 g7f6 d1d7 a8d8 d7e7,2259,77,96,270,advantage long middlegame,https://lichess.org/3rRJDqs6/black#Some(33),Modern_Defense Modern_Defense_Two_Knights_Variation
k3ZzB,8/2q2k2/6p1/1p1pbr1r/p5QP/P1PN1R1R/1P2K3/8 b - - 1 38,c7c4 g4c4 b5c4 d3e5,2128,75,96,2268,crushing middlegame pin short,https://lichess.org/ZwzTSP5T/black#Some(75),
PiDN8,1n6/r3p1k1/6p1/p2B2N1/b1Pn4/7P/1P3PPK/7R b - - 6 29,d4e2 g5e6 g7f6 h1e1 e2c3 b2c3,2020,77,92,1319,advantage long middlegame trappedPiece,https://lichess.org/Pgw1fIm4/black#Some(57),
ZVm84,1r1n4/2pbq1pk/1r2p3/1N1p3n/p2P4/2PQPP1N/1P4R1/2K3R1 b - - 1 25,h7h8 h3g5 e7g5 g2g5,2281,81,90,2745,crushing middlegame short,https://lichess.org/K3PGyNHq/black#Some(49),
5n0RE,r1b1r1k1/pppp1ppp/8/QNq1P3/2B5/8/1P3PPP/2R3K1 b - - 2 21,b7b6 c4f7 g8f7 a5a2 d7d5 c1c5,2115,76,93,5465,advantage attraction long middlegame pin sacrifice,https://lichess.org/DBmp8TYP/black#Some(41),
Cs1Uu,r1b1r1k1/p2n1p1p/3p2pB/1p1QbP2/q2pP1P1/3P3P/P3N1B1/1R3R1K b - - 5 22,d7b6 f5g6 c8e6 g6f7 e6f7 d5f7,2012,77,92,2033,advancedPawn crushing fork long middlegame pin xRayAttack,https://lichess.org/Qorn5TNu/black#Some(43),
e70d6,r3r2k/pp1Rn1p1/2p2b1p/2B2q2/2Q5/P4N2/1P3PPP/4R1K1 b - - 3 28,b7b6 d7e7 f6e7 c5e7,2200,78,90,357,advantage middlegame short,https://lichess.org/iOmrZRaj/black#Some(55),
mTpla,r3k2r/1pp2pp1/p1p2n2/8/4P1p1/2qP1N2/P1PN1PP1/R2Q1RK1 w kq - 0 15,f3h2 c3e5 g2g3 e5h5 f1e1 h5h2,2320,77,92,3439,advantage kingsideAttack long middlegame,https://lichess.org/zelpb1Xg#Some(28),Ruy_Lopez Ruy_Lopez_Berlin_Defense
nQ4BO,1k1r4/p3bPp1/1p3nBp/1Q6/P2ppq1P/1R6/1PP2P2/1K6 b - - 0 27,f4f2 b5e5 e7d6 f7f8q d8f8 e5d6,2344,85,90,103,advancedPawn advantage deflection fork long middlegame pin promotion,https://lichess.org/yaQaoLPr/black#Some(53),
vE2za,2k1r1r1/ppp2pQp/8/3q4/2n5/4BP1P/PP3PP1/R4RK1 w - - 3 18,g7c3 d5f3 e3g5 f3c3,2251,74,93,7783,crushing middlegame pin short,https://lichess.org/o6BZlGMg#Some(34),Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
P4Fe7,3r1rk1/1bq1bppp/p3pn2/3p4/8/1PN1P3/PBQRBPPP/3R2K1 w - - 0 17,c3d5 f6d5 c2c7 d5c7 d2d7 d8d7 d1d7 e7d8,2227,75,91,2189,advantage clearance defensiveMove middlegame veryLong,https://lichess.org/kb5MQF3Q#Some(32),Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Indian_Variation
NJXO4,r1b2rk1/pp6/2p3p1/3qppNR/2Q3n1/3BP1P1/PPPK4/7R b - - 0 23,d5c4 h5h8 g8g7 h1h7 g7f6 h8f8 f6g5 d3c4,2149,80,90,899,crushing deflection exposedKing kingsideAttack middlegame veryLong,https://lichess.org/HYMoFoK5/black#Some(45),
oIxcr,2rk1b1r/pQ1bpppp/2np1q1n/3N4/2P1P3/3p1N2/P2B1PPP/5RK1 b - - 8 16,c8b8 d2a5 d8e8 d5c7,2450,78,92,815,crushing middlegame short,https://lichess.org/tp8X7Tbv/black#Some(31),Sicilian_Defense Sicilian_Defense_Modern_Variations
GbHZK,3rr1k1/ppq2pbp/2p1bnp1/8/1P6/PN1BP2P/1BP1QPP1/R3K2R w KQ - 6 15,d3c4 e6c4 e2c4 e8e3 f2e3 c7g3 e1f1 f6d5,2307,76,94,1610,advantage discoveredAttack middlegame sacrifice veryLong,https://lichess.org/PvyO7dka#Some(28),Queens_Pawn_Game Queens_Pawn_Game_Other_variations
7vb8c,2kr4/p6p/Pp3p2/2p2b2/3r4/PB6/4KPPP/RN5R w - - 0 22,h1d1 d8e8 e2f3 f5g4 f3g3 g4d1,2081,75,93,8461,crushing long middlegame skewer,https://lichess.org/C99Mpc5G#Some(42),
DxRx7,r2q1rk1/p1p2ppp/1p1p2b1/3np1NP/2P1P1PQ/4P3/PPP5/R4RK1 b - - 1 17,d5e3 h5g6 h7h6 g6f7 f8f7 f1f7 d8g5 h4g5,2025,76,91,975,advancedPawn advantage kingsideAttack middlegame veryLong,https://lichess.org/yAQfmMKQ/black#Some(33),Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit
kQnLr,2r1r3/1p3pk1/p4PpN/4n3/2R3Q1/PP1q2PK/4p3/4R3 b - - 0 33,g7f8 g4c8 e5c4 c8c4 d3c4 b3c4,2219,79,92,526,advantage long middlegame,https://lichess.org/psFFmKup/black#Some(65),
Q9hpy,3q4/p1p1kr2/2pp1bQ1/8/4P3/2N2R2/P1r3PP/R6K b - - 1 21,d8f8 e4e5 f6e5 f3f7 f8f7 g6c2,2142,75,94,7598,crushing fork long middlegame,https://lichess.org/IgsnaHsn/black#Some(41),
71lFD,r4rk1/pp3ppp/2p5/2P1bb2/1P1nB3/2N3P1/P3PP1P/1RBR2K1 w - - 7 18,f2f4 d4e2 c3e2 f5e4 f4e5 e4b1,2259,77,93,2742,advantage deflection kingsideAttack long middlegame,https://lichess.org/hG5oSasL#Some(34),Zukertort_Opening Zukertort_Opening_Old_Indian_Attack
OtHEi,1q3rk1/p5b1/1p6/7r/2Np2Q1/1B1P3n/PP3PpP/3RR1K1 w - - 8 37,g1g2 f8f2 g2h1 b8h2,2038,76,94,6736,mate mateIn2 middlegame short,https://lichess.org/iMK9CDaJ#Some(72),
rTLrN,r7/1p1q1pk1/1n3bp1/1P1p4/3N4/2Q1P1P1/5PB1/2R3K1 w - - 4 41,c3c7 a8c8 c7c8 b6c8,2276,76,91,4020,advantage master masterVsMaster middlegame short,https://lichess.org/0eO9H3i0#Some(80),
JqQq4,1rbq1rk1/p4ppp/2pNp3/3pP3/5P1b/1B5R/P5PP/R2Q3K b - - 1 20,h4e7 d1h5 h7h6 h3g3 e7h4 g3g4,2284,88,90,131,crushing long middlegame,https://lichess.org/om8nItZM/black#Some(39),
k47hi,r4rk1/pbq1bNpp/4pn2/2p3B1/2B5/2P5/PP2QPPP/R2R2K1 b - - 0 16,f8f7 e2e6 a8f8 g5f6 e7f6 d1d7,2176,76,93,1400,advantage long master middlegame,https://lichess.org/abAFpmph/black#Some(31),Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
sImk3,3k3r/r4p1p/pq1bb1p1/2pn4/1p3P2/PP1P1B2/1BP1Q1PP/R4RK1 w - - 5 23,f3d5 c5c4 e2f2 b6f2 g1f2 c4c3,2195,74,91,4428,advantage discoveredAttack long middlegame,https://lichess.org/UoV2tcv2#Some(44),
0F4FD,r3r1k1/1pp2pp1/p2pb2p/7Q/3PP2N/1P4qP/PP4P1/R4RK1 b - - 6 18,e6h3 f1f3 g3g4 h5f7 g8h7 f3h3,2295,76,96,348,advantage long middlegame,https://lichess.org/EeBzsjre/black#Some(35),Italian_Game Italian_Game_Giuoco_Pianissimo
TV5qh,2k3r1/p4p2/1p1p4/Q1pNq2p/2B1P3/P2P2rb/1PP2R1P/R6K w - - 0 22,a5a7 g3g1 a1g1 g8g1 h1g1 e5g5 g1h1 g5c1 f2f1 c1f1,2029,75,95,8133,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/JxBTxTtJ#Some(42),
m6Vlv,5r1k/pp4p1/1n3qB1/3p4/8/P2Q1n2/5P1P/R4R1K w - - 2 22,f1g1 f6e5 d3f3 f8f3,2295,83,90,971,crushing middlegame short,https://lichess.org/ai7uv9fq#Some(42),
FnQ3Z,3r1r2/1b2nk2/1pq1p1p1/p1p1P2Q/2P5/P1P5/6PP/1B1R1RK1 b - - 0 25,e7f5 h5h7 f7e8 h7g6 e8e7 g6g5,2321,74,93,846,crushing deflection long middlegame,https://lichess.org/2qKJYeSw/black#Some(49),
8uir9,r4rk1/p4ppp/1bp1p2B/8/6R1/2P2Q1P/PP2K1P1/R5q1 b - - 6 23,g1a1 g4g7 g8h8 g7g8 f8g8 f3f6 g8g7 f6g7,2071,75,95,5088,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/sLKtpjVL/black#Some(45),
3yDWC,4rrk1/6pp/p1R5/3p4/6n1/5N2/PPP1q1PP/R1B3QK w - - 9 20,h2h3 f8f3 h3g4 f3f1,2386,75,95,1368,crushing middlegame pin short,https://lichess.org/g50lZvvf#Some(38),
Sfrcp,2r2k1r/pq3p2/3pp2p/6p1/3P4/P1n1PNB1/5PPP/1RR3K1 w - - 0 22,b1b7 c3e2 g1f1 e2g3 h2g3 c8c1,2130,76,98,349,advantage fork long middlegame,https://lichess.org/NmRNOE55#Some(42),
4xogC,r1bq1rk1/ppp2pp1/7p/3Pp3/2B1n3/2P1B2P/P4PP1/R2QR1K1 w - - 0 15,e3a7 e4d6 a7c5 d6c4,2336,74,95,925,crushing middlegame short,https://lichess.org/LL2XkqlW#Some(28),Italian_Game Italian_Game_Classical_Variation
AxD9b,b5k1/2Q2pp1/2p1pq2/2N5/6R1/5N1P/5PPK/1r1r4 b - - 5 36,f6d8 g4g7 g8g7 c5e6,2023,75,95,9816,attraction crushing middlegame pin sacrifice short,https://lichess.org/L4zuFXRP/black#Some(71),
PwEL2,6r1/pN1R1pkr/8/4Rp2/1bPp4/3P1Pp1/P5Pp/2B4K w - - 4 36,e5f5 g8e8 f5g5 g7f6 d7d6 b4d6,2445,83,90,2124,crushing defensiveMove long middlegame quietMove,https://lichess.org/8438Ls3F#Some(70),
WftxC,3r2k1/p4pp1/1p2b2p/3rn3/3N4/4P3/P3B1PP/R2R2K1 b - - 0 23,e5g4 d4e6 d5d1 e2d1 f7e6 d1g4,2227,77,90,1639,advantage long middlegame,https://lichess.org/NaWr1pMV/black#Some(45),
pOs0N,r3kb1r/ppp3pp/2npPq2/3p4/5p2/5N2/PPPPQ1PP/R1B2RK1 b kq - 4 11,c6e5 e2b5 c7c6 b5b7,2169,84,90,1196,advantage middlegame short,https://lichess.org/qJP7C61z/black#Some(21),Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
lc46V,rkr1b3/pp2P1p1/4R2p/3Q4/3p2P1/5B1P/P4P1K/1q6 b - - 4 34,b1b4 d5e5 c8c7 e6d6 b4d6 e5d6,2273,75,92,6218,crushing long middlegame queensideAttack,https://lichess.org/SrNBNOiZ/black#Some(67),
X69rE,r1bq1rk1/2p1bpp1/p2p1n1p/1p6/2B1P3/2N3QP/PPP2PP1/R1B2RK1 w - - 0 12,c1h6 f6h5 g3f3 b5c4 f3h5 g7h6,2264,87,90,508,advantage long middlegame,https://lichess.org/FMrclKnp#Some(22),Italian_Game Italian_Game_Other_variations
TaL7U,r1b1r3/5pkp/p1pb1R2/1p1q2p1/3P1B2/2P3P1/PPB2P1P/RN1Q2K1 b - - 0 21,g7f6 c2b3 g5f4 b3d5,2234,77,90,602,crushing middlegame short,https://lichess.org/ZWpn5ReF/black#Some(41),
6Vz1q,2k3r1/pp1q3r/2b1NB2/3pPp2/6n1/P2Q4/1P3PP1/2R1R1K1 w - - 1 24,e6d4 h7h1 g1h1 g4f2 h1g1 f2d3,2093,79,92,572,attraction crushing deflection fork long middlegame sacrifice,https://lichess.org/8x844YS5#Some(46),
LOW1t,3r2k1/1b4pQ/1p1qpp2/p1bp3p/5PN1/1R4PP/2B5/7K b - - 1 30,g8f7 c2g6 f7f8 h7h8 f8e7 h8g7,2224,82,91,1344,deflection long mate mateIn3 middlegame,https://lichess.org/ju8kfgdX/black#Some(59),
MccgS,R1k2r1r/2p2p1p/1q2p1n1/3pP3/3Q4/2P2N2/5PPP/5RK1 b - - 1 26,c8d7 d4b6 c7b6 a8a7,2399,76,90,537,crushing middlegame short,https://lichess.org/AotGxKjx/black#Some(51),
zPSqM,r4rk1/2p1n1b1/3qPn1p/p4p2/P1PppP2/4B1NP/B5P1/1R1Q1RK1 w - - 0 24,d1d4 f6d5 c4d5 g7d4,2269,79,90,1850,advantage discoveredAttack master middlegame short,https://lichess.org/Tfr066zx#Some(46),
LRroF,4r1k1/1p1q2pp/p3ppn1/8/8/BP1PQ2P/P1r2PP1/2R1R1K1 b - - 3 20,d7c6 c1c2 c6c2 e1c1 c2a2 c1c8,2065,75,90,218,clearance crushing long middlegame,https://lichess.org/K6x9W3a7/black#Some(39),
VBd4J,r3k2r/pp2bp1p/2p1p2p/3p3Q/8/1P1q1N1P/P4PP1/4RRK1 b kq - 1 15,h8g8 e1e6 e8c8 e6e7,2244,83,90,715,advantage middlegame pin short,https://lichess.org/e0Ds6580/black#Some(29),Caro-Kann_Defense Caro-Kann_Defense_Other_variations
BevOy,3rr1k1/ppp1bppp/2b2n2/4B3/8/2N5/PPP2PPP/R2BR1K1 w - - 1 15,e5c7 e7d6 e1e8 d8e8 d1f3 d6c7 f3c6 b7c6,2049,74,93,1642,crushing middlegame veryLong,https://lichess.org/doPdU4z3#Some(28),Philidor_Defense Philidor_Defense_Exchange_Variation
HJHHX,r2r1k2/pb1n1p2/1p2p2R/2pp4/5P2/1PqBP1Q1/P1P3PP/5RK1 b - - 0 20,c3g7 g3h4 g7h6 h4h6,2027,76,91,357,crushing middlegame short,https://lichess.org/EFYyTcIl/black#Some(39),
kpUUC,3qrb1k/1p3pp1/4n2p/p1prPN2/3P2QP/1P2B1R1/P5P1/4R2K b - - 1 32,c5d4 f5h6 d4e3 h6f7,2002,75,93,4168,crushing kingsideAttack master middlegame short,https://lichess.org/zTT4cLJS/black#Some(63),
kjJac,1k1r3r/pp2n1p1/2pb1p2/QPNp4/P2P1Pq1/2P3Pp/7P/1RB2RK1 b - - 6 23,d6c7 c5a6 b7a6 b5c6 b8a8 a5c7,2291,76,93,3881,crushing deflection discoveredAttack long middlegame queensideAttack sacrifice,https://lichess.org/xN3sdJeD/black#Some(45),
gWbaK,r2q1r1k/1p4bp/p2nQ1p1/8/P2p4/2N5/1PP2PPP/R1BR2K1 w - - 0 17,c3d5 f8e8 e6g4 d8a5,2224,82,93,4116,advantage master middlegame short,https://lichess.org/tC2JMewh#Some(32),Benoni_Defense Benoni_Defense_Old_Benoni
nbjmU,3r4/p5Nk/1q4np/1b3Q2/8/1P2RPP1/PBP2KP1/8 w - - 1 36,b2c3 d8d1 f5b5 b6b5,2191,75,94,2771,crushing middlegame quietMove short,https://lichess.org/8RJcrS8K#Some(70),
g4EYc,6rk/p3qp1p/n3b3/2p2p2/2Pp3N/P7/1PQN1PPP/4R1K1 w - - 1 23,h4f5 e6f5 e1e7 f5c2,2097,78,93,7115,advantage middlegame short,https://lichess.org/8iMDkuu7#Some(44),
AwEHZ,r4rk1/p4pp1/2pb1n2/1p1b4/2P2p1p/1P1Q1NqP/P2BB1P1/4RRK1 b - - 0 20,f6g4 c4d5 d6c5 g1h1 g4f2 f1f2,2313,77,95,587,advantage long middlegame,https://lichess.org/1OJfQjl3/black#Some(39),
KCy1q,r2q1rk1/5ppp/p3n3/1p2P3/2p5/2P2R2/PPB3PP/R2Q3K b - - 1 20,d8b6 c2h7 g8h7 f3h3 h7g8 d1h5 f7f5 e5f6 f8f6 h5h8 g8f7 h8a8,2205,75,93,3187,attraction clearance crushing enPassant kingsideAttack middlegame sacrifice skewer veryLong,https://lichess.org/Qf3E4Ph7/black#Some(39),
GKIfV,5rk1/5p2/2p3q1/4Q2p/2P1Pn2/P2P1Pp1/3N2K1/R3R3 w - - 1 29,g2f1 g3g2 f1g1 g6g3 e5f4 g3f4,2289,75,92,2896,advancedPawn advantage clearance long middlegame,https://lichess.org/CmKwrxjw#Some(56),
VETOj,3r1r2/1bq3kp/2p1p1p1/pp2N1P1/3PPn1Q/2P5/PP5P/R4RK1 b - - 0 26,f4e2 g1g2 f8f4 f1f4 e2f4 h4f4,2238,76,90,799,advantage long middlegame,https://lichess.org/hrJR03LK/black#Some(51),
D8GD7,r4rk1/p1p2p1p/1p1p4/6P1/2B1Pn1q/5K2/PQ3P1P/R5R1 b - - 1 20,f4h3 g1g4 h3g5 f3f4 h4h2 f4g5,2210,80,91,860,advantage defensiveMove long middlegame,https://lichess.org/BmViapNV/black#Some(39),
ogW3C,1br1r3/pp4pk/2n4p/3N1p1b/8/P4NP1/1P2BP1P/2RR2K1 w - - 3 24,g1f1 e8e2 f1e2 c8e8,2381,77,93,1844,attraction crushing middlegame sacrifice short,https://lichess.org/0hUmsSCu#Some(46),
xX9Nv,r2qkb1r/pp3p2/2pp2bB/4p3/4P1P1/1P1P1N2/1PP2P1R/R2QK3 w Qkq - 3 19,h6g5 h8h2 e1e2 f7f6 f3h2 f6g5,2073,74,90,2097,advantage long middlegame,https://lichess.org/GY8diasW#Some(36),Italian_Game Italian_Game_Anti-Fried_Liver_Defense
wDNoZ,r4rk1/1p2bppp/pnp1q3/2P1p1B1/1P2Q1P1/P6P/2P1NP2/3RK2R b K - 0 18,b6d7 e2f4 e5f4 e4e6 f7e6 g5e7,2129,75,94,4034,advantage capturingDefender long middlegame,https://lichess.org/aVXrNHFa/black#Some(35),Bishops_Opening Bishops_Opening_Berlin_Defense
mH5T5,r2r2k1/2p2pp1/p5qp/4n3/5P2/1BBnR3/P1Q3PP/3R2K1 b - - 0 33,d3f4 d1d8 a8d8 e3e5 g6c2 b3c2,2404,77,92,791,crushing long middlegame,https://lichess.org/4nfK7uEU/black#Some(65),
nWJgo,2r2rk1/bp3ppp/2nq4/1B1N4/Q5n1/P3P3/5PPP/R1BR2K1 w - - 3 19,c1b2 d6h2 g1f1 h2h1 f1e2 h1g2 d5f6 g7f6,2212,78,90,796,crushing deflection kingsideAttack middlegame veryLong,https://lichess.org/vGqVUfrz#Some(36),Tarrasch_Defense Tarrasch_Defense_Other_variations
IodML,3r2k1/1R1b1ppp/p7/3pr3/8/2Q5/q1P1NPPP/4R1K1 b - - 1 26,e5e8 b7d7 d8d7 e2c1 d7e7 e1e7,2453,76,92,4728,advantage long middlegame sacrifice,https://lichess.org/Di7rdhBU/black#Some(51),
o5lUq,3rr1k1/2R1bpp1/N7/1p2n2p/1P6/PNR1P2P/5PP1/6K1 w - - 1 30,a6c5 d8d1 g1h2 e7d6,2209,80,93,9904,advantage middlegame short,https://lichess.org/cE2l0Eof#Some(58),
MdGua,3r1rk1/1bp2ppp/pb6/1pq1N3/P7/1BP2N1P/1PQn1PP1/R4RK1 w - - 2 21,e5f7 d2f3 g2f3 f8f7,2005,75,93,2741,crushing intermezzo middlegame short,https://lichess.org/xMblezLq#Some(40),
u5BcZ,2k4r/1ppr1ppp/5n2/p7/1b1n4/2Q2N2/PP3PPP/RNB1K2R w KQ - 2 14,c3b4 d4c2 e1e2 a5b4 c1e3 c2a1 h1c1 b4b3,2199,78,91,1005,crushing fork intermezzo middlegame trappedPiece veryLong,https://lichess.org/zry3iRsz#Some(26),Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
D2esJ,r2qr2k/p3bBpp/1p3n2/2p2NB1/3p4/P2P2Q1/1PP2PPP/R5K1 b - - 0 19,e8f8 g5h6 f8f7 h6g7 f7g7 g3g7,2069,76,92,979,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/puGmMWEz/black#Some(37),Sicilian_Defense Sicilian_Defense_Bowdler_Attack
