PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
mSp60,8/8/3p3p/2bKpB2/4PkPP/p7/P7/8 b - - 0 47,c5f2 g4g5 h6g5 h4h5 g5g4 h5h6,2188,76,98,285,bishopEndgame crushing endgame long quietMove,https://lichess.org/ivfCsh0w/black#Some(93),
7LCyb,1rb2r2/6QR/p1kqp1P1/K1np4/8/2NB4/PPN5/8 b - - 11 34,c5d3 c2d4 c6c5 c3a4 c5c4 b2b3 b8b3 a2b3,2049,75,95,853,mate mateIn4 middlegame veryLong,https://lichess.org/GqVqyhOV/black#Some(67),
C42j9,2k3r1/p2qpp1p/3p1b2/3p1P1P/3p4/5NrP/PPP1QR1K/R1B5 w - - 6 23,c1f4 g3h3 h2h3 d7f5 h3h2 f5h5 f3h4 h5h4,2011,75,99,607,attraction fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/jeohAEuo#Some(44),
18cYt,4r1k1/r5pp/2n1p3/1RP2pQ1/3q4/3B2R1/5P1P/5K2 b - - 3 28,a7a6 b5b7 a6a7 g5g7 d4g7 g3g7,2138,74,95,4214,crushing long middlegame,https://lichess.org/dmQtMFhx/black#Some(55),
ZCqsU,6k1/4p2p/3p2p1/3P3P/4P3/2NQ4/1p4PK/4q3 b - - 1 38,e1c3 d3c3 b2b1q h5h6,1915,77,95,10908,crushing endgame queenEndgame short,https://lichess.org/wkzkvE1n/black#Some(75),
kpQCl,r4rk1/4bppp/p1p1p2n/1q1pPb2/2pN1P2/P2P3P/1PPBN1P1/R1Q1K2R b KQ - 1 14,b5a4 b2b3 c4b3 c2b3 a4d4 e2d4,1759,77,95,6806,crushing long middlegame trappedPiece,https://lichess.org/XK3eznox/black#Some(27),Sicilian_Defense Sicilian_Defense_Mengarini_Variation
V3IuB,2r3k1/3q2pp/p3pp2/3p4/RPrP1P2/1Q3P2/3K1NPP/7R w - - 5 31,f2d1 c4c2 b3c2 c8c2 d2c2 d7a4,1502,76,98,1311,advantage attraction exposedKing long middlegame,https://lichess.org/4KDgGir6#Some(60),
DZpxO,r2q1rk1/4bppp/p1n5/3np1B1/1p6/1N3P2/PPP2QPP/1K1R1B1R w - - 0 16,g5e7 d5c3 b2c3 d8d1,1694,75,99,638,advantage discoveredAttack middlegame queensideAttack short,https://lichess.org/ngTmO2xs#Some(30),Sicilian_Defense Sicilian_Defense_Other_variations
lN8O6,1k1r3r/ppp2Bp1/3q3p/4b3/3nP3/2N4Q/PPP3PP/2KR3R w - - 0 16,c3b5 d4e2 c1b1 d6d1 h1d1 d8d1,1632,77,95,19279,deflection discoveredAttack long mate mateIn3 middlegame queensideAttack,https://lichess.org/dsNHXcUL#Some(30),Philidor_Defense Philidor_Defense_Other_variations
W3eAE,3r2k1/6pp/8/3p2q1/3P1p2/2N1P3/PP3PPP/R4RK1 w - - 0 23,e3e4 f4f3 g2g3 g5g4,1969,75,96,262,crushing endgame pin short,https://lichess.org/i15I3uKO#Some(44),
CI8UU,3rB1k1/6b1/p2q4/8/4p3/2pN1P2/PP1Q4/1K1R3R w - - 0 29,d2f4 c3c2,1791,265,100,5,advancedPawn equality middlegame oneMove,https://lichess.org/7PHoc357#Some(56),
IY87f,5rk1/1ppq2p1/p2pRr1p/3P1P2/1P4Q1/P7/6PP/4R1K1 b - - 4 24,c7c6 e6e7 d7e7 e1e7,1592,74,98,6365,crushing endgame short,https://lichess.org/KLFj2280/black#Some(47),
WfZZF,4k3/1p1R1ppp/rNn5/p7/2p5/P7/5rPP/2K1R3 b - - 2 23,e8f8 d7d8 c6d8 b6d7 f8g8 e1e8,1502,78,95,17218,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/aoLYD7No/black#Some(45),
H4fxD,r2qk2r/pp2pp1p/3p1p1b/2pN3b/2B1P3/3P1P1P/PPP2P2/R2Q1RK1 b kq - 2 11,d8d7 c4b5 d7b5 d5c7 e8d7 c7b5,1597,73,95,19534,attraction crushing fork long middlegame pin sacrifice,https://lichess.org/PE9seRzm/black#Some(21),Sicilian_Defense Sicilian_Defense_Modern_Variations
S85lq,2r3k1/5ppp/pp5q/3Q4/4r2n/1P2P1P1/P4PK1/R1B2R2 w - - 0 27,g3h4 h6g6 d5g5 e4g4,1935,77,95,6550,crushing middlegame short,https://lichess.org/dA2vO2I2#Some(52),
37g1q,8/1br3r1/p4R2/2P5/1PP3p1/2K1k3/8/6R1 b - - 2 50,g4g3 g1e1,1555,76,95,6069,endgame mate mateIn1 oneMove,https://lichess.org/j8cXCr3P/black#Some(99),
wlHbR,5rk1/2p3p1/1p4n1/p3pbq1/P1P4p/1PN1PR1P/2Q3PK/5N2 w - - 0 30,c2f2 e5e4 c3e4 f5e4 f3f8 g6f8,1682,75,95,10859,crushing long middlegame,https://lichess.org/AvrU8apw#Some(58),
CoBMx,6rr/1pp2k2/p4p2/2qn4/8/5Q2/PPP3PP/3R1R1K b - - 5 24,c5d6 f3d5 d6d5 d1d5,1875,74,97,1245,advantage middlegame short,https://lichess.org/AufezXF7/black#Some(47),
GPVCp,r3k1nr/pp2pp1p/3p2p1/n2N4/4Q3/1P5P/P3KPP1/b6R b kq - 1 16,g8f6 e4e7,1679,76,97,3836,mate mateIn1 middlegame oneMove,https://lichess.org/G2VQxMcO/black#Some(31),Sicilian_Defense Sicilian_Defense_Other_variations
jlVYW,5r1k/6p1/8/3Q4/P2PN3/2P5/4qPKP/8 w - - 3 40,d5e6 f8f2 e4f2 e2e6,1683,75,97,3689,crushing endgame short,https://lichess.org/uDrhArmr#Some(78),
eaWRf,8/8/3p4/P1p4k/4p2P/1PPb2P1/5K2/8 b - - 0 59,h5g4 c3c4 e4e3 f2e3,1540,74,95,8570,bishopEndgame crushing endgame quietMove short,https://lichess.org/I6a3kcUg/black#Some(117),
gZwPG,3r2kr/1pq2pp1/p7/n1BB3p/P4P2/1Q4Pb/1P3P1P/R3R1K1 w - - 3 19,b3e3 d8d5 e3e8 g8h7 e8e4 d5f5,1575,74,98,738,crushing hangingPiece long middlegame,https://lichess.org/LlGqMyp2#Some(36),Queens_Gambit_Declined Queens_Gambit_Declined_Queens_Knight_Variation
4BA7N,2r2r2/pp2bpk1/1qn1bN2/3pPppQ/3P4/P6P/1P3PP1/R1B2RK1 b - - 1 18,f8h8 h5g5 g7f8 g5h6 h8h6 c1h6,1653,74,96,11896,long mate mateIn3 middlegame sacrifice,https://lichess.org/fQ5BxDtm/black#Some(35),French_Defense French_Defense_Advance_Variation
hD18w,rnb2rk1/1pp2ppp/p3pn2/4N3/q3P3/3B4/P1PBQ1PP/R4RK1 w - - 0 13,f1f6 a4d4 f6f2 d4a1,1740,76,96,9336,crushing fork middlegame short,https://lichess.org/8n0GwrsE#Some(24),Blackmar-Diemer_Gambit_Declined Blackmar-Diemer_Gambit_Declined_Weinsbach_Declination
8emVJ,r3r1k1/1p3p1N/p4p2/7Q/5q2/3P2P1/PP3P1P/R5K1 b - - 0 20,e8e5 g3f4 e5h5 h7f6 g8f8 f6h5,1690,74,100,255,capturingDefender crushing endgame fork long,https://lichess.org/Cyffnyyw/black#Some(39),
FiASv,r1bq3r/pp2bkpp/2np1n2/4p3/4P3/1QN2NB1/PP3PPP/R3K2R b KQ - 1 10,c8e6 f3g5 f7g6 g5e6,1761,354,100,3,deflection equality middlegame short,https://lichess.org/HqaDu9bQ/black#Some(19),
6vLI8,2r2r2/p4pkp/2n3p1/q1QnN3/6b1/1P2P3/P2NBPPP/R1R3K1 b - - 0 16,a5d2 e2g4 c6e5 g4c8,1863,75,95,5250,crushing hangingPiece middlegame short,https://lichess.org/NUFoPHYx/black#Some(31),Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
a7eyh,r4rk1/pb2qpp1/1p2p2p/2p1n3/8/1BN1P2P/PPQ2PP1/R4RK1 b - - 1 16,e7g5 f2f4 g5g3 f4e5,1547,500,100,0,equality fork middlegame short,https://lichess.org/fcl1M2G9/black#Some(31),
3Ydhi,r5k1/5pp1/1p1Nb2p/2b5/4p2q/4P2P/4QPP1/2RR3K w - - 6 31,c1a1 a8a1 d1a1 c5d6,1643,74,95,2772,crushing middlegame short,https://lichess.org/ohA39qGd#Some(60),
vqMvy,4bk2/ppQ3pp/5p2/8/8/1P6/5PPP/3q1BK1 b - - 0 25,d1b3 c7c5 f8f7 f1c4 b3c4 c5c4,1607,74,99,1384,advantage endgame fork long,https://lichess.org/ALAQ6Bak/black#Some(49),
uLDkY,r3k2r/p2b1ppp/1qn1p3/3pP3/3N4/P1B5/1P3PPP/R2Q1RK1 w kq - 1 15,d1b3 c6d4 b3b6 d4e2 g1h1 a7b6,1699,75,99,1081,advantage intermezzo long middlegame sacrifice,https://lichess.org/DXx53yHw#Some(28),French_Defense French_Defense_Advance_Variation
6pNCK,r1r4k/ppp2p1p/4b3/2Q5/4p1q1/4P2P/PPPR4/2KR4 b - - 0 26,g4h4 c5e5 f7f6 e5e6,1757,323,100,2,deflection equality kingsideAttack middlegame short,https://lichess.org/R40AxzEF/black#Some(51),
0J2js,4rr2/pp3pk1/1q1p2p1/2p2P1p/6n1/1P1P2N1/P1P3PP/1RQ2R1K w - - 1 22,g3h5 g6h5 c1g5 g7h7 g5h5 g4h6,1681,78,95,12437,advantage hangingPiece long middlegame,https://lichess.org/RZHbYONM#Some(42),
Dh6Ut,r3r1k1/3nqpp1/2pb1nbp/1p1p4/NP1N4/1Q1P2P1/3BPPBP/2R2RK1 w - - 0 17,d4c6 e7e2 a4c3 e2d2 c1d1 d2g5,1518,75,95,4459,advantage long middlegame,https://lichess.org/0niBKAd9#Some(32),English_Opening English_Opening_Anglo-Indian_Defense
N3sKf,8/6b1/8/pPPk2pp/P2P4/3K2P1/5P1P/8 w - - 0 41,b5b6 g7d4 b6b7 d4e5,1698,76,95,6944,bishopEndgame crushing endgame master short,https://lichess.org/ceFkdVnj#Some(80),
IeBby,5rk1/6r1/4qnQ1/p2pP1p1/PppP1p1p/5P1P/1P4P1/3RR1K1 w - - 2 34,e5f6 e6e1 d1e1 g7g6,1573,76,100,517,crushing endgame short,https://lichess.org/WE4YqDnc#Some(66),
LscCV,r2qnr1k/pb3p1p/1p3b1P/4pN2/3pP1Q1/3B2R1/PP4P1/R1B1K3 b Q - 1 19,e8d6 g4g7 f6g7 h6g7 h8g8 f5h6,1793,75,95,13322,advancedPawn fork long mate mateIn3 middlegame sacrifice,https://lichess.org/M1laWs2e/black#Some(37),Indian_Defense Indian_Defense_Other_variations
Jerb1,8/8/p7/1p6/4pK2/P2k4/3B4/8 w - - 3 48,d2c1 a6a5 c1e3 b5b4 a3a4 b4b3,1504,79,96,20168,bishopEndgame crushing endgame long quietMove,https://lichess.org/2kHwnTwy#Some(94),
Lr0jp,6k1/ppp2ppp/3br3/3q4/3Pr3/1P2B2Q/P4PPP/R3R1K1 b - - 2 22,d5d4 h3e6 f7e6 e3d4,1553,74,98,2442,advantage intermezzo middlegame short,https://lichess.org/83WOSaZR/black#Some(43),
LiI9Z,8/8/pk1r4/Pp1p4/3K4/8/8/2R5 b - - 0 54,b6a5 d4c5 a5a4 c5d6 a4b3 d6d5,1641,74,95,4576,crushing endgame long rookEndgame,https://lichess.org/H8jE0yHw/black#Some(107),
HP7EE,3rr1k1/pp1q4/2p2p1Q/3n1b2/8/P2P2P1/1P2PPBP/2R2RK1 b - - 0 20,d7g7 h6g7 g8g7 e2e4 d5e7 e4f5,1792,74,97,3154,advantage fork long middlegame,https://lichess.org/0AFz1LhH/black#Some(39),
pbqBo,1rbn1rk1/4bpp1/p2p1qnp/1p6/2PBP3/PB1Q1N1P/1P3PP1/1R2R1K1 b - - 0 18,f6f4 g2g3 f4f3 d3f3,1659,74,95,2372,advantage middlegame short trappedPiece,https://lichess.org/4kdOHPQ6/black#Some(35),Ruy_Lopez Ruy_Lopez_Other_variations
eFrz3,r4r1k/ppp3p1/3p3p/4pp1q/P2nP1bN/1BNPQ3/1PP2PK1/R6R w - - 0 22,h4f5 g4f3 e3f3 h5f3,1629,75,96,20827,crushing middlegame short,https://lichess.org/lfuBx672#Some(42),
Ek7bb,Q1bk4/p3pr2/8/3p4/p2P4/NP2P1qP/R1PB4/4KB2 w - - 1 33,e1d1 f7f1 d1e2 g3g2 e2d3 f1d1 a3b1 d1b1 d2a5 d8d7,1533,500,100,2,equality hangingPiece middlegame veryLong,https://lichess.org/9jCpWxC0#Some(64),
35i93,8/8/8/8/6k1/8/1r4K1/6R1 w - - 6 68,g2f1 g4f3 f1e1 b2b1 e1d2 b1g1,1542,75,95,3818,crushing defensiveMove endgame exposedKing long rookEndgame skewer,https://lichess.org/kQPQnNQD#Some(134),
WnGdm,r3r1k1/pp3ppp/2pq1pn1/8/2PP4/3B3P/PP1QNPb1/R3R1K1 w - - 0 16,g1g2 g6h4 g2h1 h4f3 d2f4 d6f4,1638,74,96,4271,crushing fork long middlegame,https://lichess.org/qsHG5mMl#Some(30),Caro-Kann_Defense Caro-Kann_Defense_Tartakower_Variation
9firJ,3r1rk1/1p2n3/p5pp/5q2/3p3Q/P2R1N1P/1P3P2/5RK1 w - - 1 26,h4h6 f5d3 f3g5 f8f7 g5f7 g8f7,1704,75,96,6737,crushing hangingPiece long middlegame,https://lichess.org/leWwbGzw#Some(50),
YZWSr,8/3k4/1p4p1/p2K2P1/P1p5/2P5/2P5/8 w - - 1 47,d5e5 b6b5 a4b5 a5a4 e5d4 a4a3 d4c4 a3a2,1885,75,98,1180,advancedPawn crushing endgame pawnEndgame quietMove sacrifice veryLong,https://lichess.org/5SzTB676#Some(92),
818Ie,2krr3/pp1n1ppp/2p5/4p2Q/8/2PqPNBP/PP3PP1/R3K2R w KQ - 0 18,a1d1 d3d1 e1d1 d7f6 d1c2 f6h5,1503,500,100,0,discoveredAttack equality long middlegame sacrifice,https://lichess.org/IrxbFFHd#Some(34),
TlPWm,r2q1rk1/pp3pp1/2p1bb1B/8/4N3/3P1Q2/PP4PP/R4R1K b - - 0 16,e6d5 e4f6 d8f6 f3f6 g7f6 h6f8,1537,76,97,4438,crushing kingsideAttack long middlegame,https://lichess.org/p69RgY9r/black#Some(31),Zukertort_Opening Zukertort_Opening_Tennison_Gambit
pSbjk,r4rk1/3nbppp/4p3/1p2P3/2p1NPPn/2P3BP/1P6/2R1NRK1 b - - 1 25,d7c5 g3h4 e7h4 e4c5,1942,76,97,864,crushing master middlegame short,https://lichess.org/RugpoA7D/black#Some(49),
9iBpC,8/5r2/1R3P2/p5p1/P2P2P1/1pk1K3/8/8 w - - 0 46,d4d5 b3b2 e3e4 f7f6 b6f6 b2b1q,1919,74,96,331,advancedPawn advantage deflection endgame long promotion rookEndgame,https://lichess.org/kZ524q3Q#Some(90),
wj1SY,7r/ppp2kp1/2nbq3/3Q4/4p2r/2N1B3/PPP2PPP/2KR3R w - - 4 20,d5g5 h8h5 g5h5 h4h5,1764,75,95,2025,crushing middlegame short trappedPiece,https://lichess.org/zeP1UB54#Some(38),
o2vge,r5k1/1pp2rpn/p1npp2p/4p2N/3PP1N1/2P3RP/PP3PP1/2R3K1 b - - 0 20,e5d4 g4h6 g8f8 h6f7,1602,75,96,3900,crushing kingsideAttack middlegame pin short,https://lichess.org/ew0UnyfA/black#Some(39),
LGsTG,r2q1rk1/p2b2pp/2p1pb2/3n1p2/3Q4/2P2NN1/PP3PPP/R1BR2K1 w - - 2 14,f3e5 c6c5 d4c5 f6e5,1979,75,95,6850,crushing deflection opening short,https://lichess.org/hlLdyf5K#Some(26),French_Defense French_Defense_Tarrasch_Variation
Ko0uQ,r1bq1rk1/pp1n1pp1/7p/3pp3/8/1B1P1N2/PPP2BPP/R2QK2R w KQ - 0 13,b3d5 d8a5 b2b4 a5d5,1567,353,100,1,equality fork opening short,https://lichess.org/y4yxPN8G#Some(24),
kPU9e,6k1/ppN3p1/2nq1r1p/3n4/8/2N4Q/PPP3PP/4R2K b - - 0 22,d5c3 c7e8 f6e6 h3e6 d6e6 e1e6,1993,75,95,1996,crushing fork long middlegame,https://lichess.org/5ArTfgT6/black#Some(43),
sMFrR,6Q1/p7/1p3p2/2p1kq2/2PpN1n1/1P1P4/PBK2Pr1/7R w - - 8 40,h1h7 g4e3 c2b1 g2g8,1826,77,96,13469,crushing discoveredAttack middlegame pin short,https://lichess.org/dZvTpovV#Some(78),
VKFLV,3r2k1/pp3pp1/7p/4P2Q/6R1/8/Pr3qPP/6RK w - - 4 27,h5h6 f2g1 h1g1 d8d1,1511,75,95,22961,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/S0P7wREx#Some(52),
uavlu,3r1n1k/ppb4p/2p5/8/6NR/2P2r1N/PP3P1P/1K2R3 w - - 3 26,g4e5 c7e5 e1e5 f8g6 h4h7 h8h7,1852,73,95,8325,advantage fork long middlegame,https://lichess.org/Gv3DbMIc#Some(50),
lhUPE,1rb2rk1/2q1bp2/p4RpB/3pP1Q1/8/1N6/1Pn3PP/4R1K1 b - - 1 22,c2e1 f6g6 g8h7 g6g7 h7h8 g7h7 h8h7 g5g7,1618,74,97,15346,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/qy9Wv4Ov/black#Some(43),
dVQRn,r3k2r/pp3pp1/4pn2/3p4/3P2n1/2N2R2/PP2P1Bq/R1BQ1K2 w kq - 6 19,d1e1 h2h1 g2h1 h8h1 f1g2 h1e1,1569,76,96,4753,crushing long middlegame sacrifice skewer,https://lichess.org/gdBGqVmJ#Some(36),Kings_Indian_Attack Kings_Indian_Attack_Yugoslav_Variation
SFTsS,5k2/5RR1/6p1/3p4/3Nn3/8/1r3PK1/2r5 b - - 2 31,f8e8 f7e7 e8d8 d4e6 d8c8 e7e8,1585,75,98,3854,endgame exposedKing long mate mateIn3,https://lichess.org/RyKxBTyW/black#Some(61),
XFoHb,r1b2rk1/1pq3p1/p1nb3p/4pp2/P1Bp3Q/5N2/1PP2PPP/R1B1R1K1 b - - 1 17,g8h8 c1h6 g7h6 h4h6 c7h7 h6d6,1814,74,96,2356,crushing deflection kingsideAttack long middlegame,https://lichess.org/qStOYaLG/black#Some(33),French_Defense French_Defense_Tarrasch_Variation
AGgeW,r1bq1knr/ppp1p1bp/3p2p1/4n1N1/3PP3/1QP5/PP3PPP/RNB1K2R b KQ - 0 8,g7h6 d4e5 h6g5 c1g5,1618,74,95,5316,advantage opening short,https://lichess.org/rxVpi4zI/black#Some(15),Pirc_Defense Pirc_Defense_Other_variations
fAWl8,8/8/5bk1/1pQ5/3P4/2P5/PPK1q3/8 w - - 9 39,c2b3 e2d1 b3b4 d1a4,1504,77,97,14729,endgame master mate mateIn2 short,https://lichess.org/ZAYlD8lU#Some(76),
2Y1cV,r2qr1k1/pp1n1ppp/2p2n2/5b2/1bBP4/4PN2/PB3PPP/RN1Q1RK1 w - - 0 12,c4f7 g8f7 d1b3 f6d5,1700,77,97,48,advantage hangingPiece middlegame short,https://lichess.org/7Fc03B8K#Some(22),Polish_Opening Polish_Opening_Other_variations
iEyP1,r1b1k2r/pp3ppp/4p3/8/3p1P2/1Pb1q3/P1Q1B1PP/2R2R1K b kq - 2 17,c3d2 e2b5 c8d7 b5d7 e8d7 c2c7 d7e8 c7b7 d2c1 b7a8 e8e7 a8h8,1747,355,100,2,attraction equality middlegame skewer veryLong,https://lichess.org/QpAXstI7/black#Some(33),
72Orf,r3r2k/pp4pp/2nQ4/2p4q/3p1p2/P2P4/1PP3PP/R1B2RK1 w - - 0 21,c1f4 a8d8 d6c7 e8e7 c7d8 c6d8,1621,73,96,14968,crushing long middlegame trappedPiece,https://lichess.org/ifoEIh6v#Some(40),
JRMM2,4rrk1/pp1Q2pp/2p3p1/8/5q2/2N5/PPP1RPPP/R5K1 w - - 1 24,a1e1 f4f2 e2f2 e8e1 f2f1 e1f1,1973,75,95,8800,deflection kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/uOsqrwHR#Some(46),
OHlNH,r4rk1/pp3ppp/1b1p1n2/3P4/3N1B2/5P2/PP4PP/R2R2K1 w - - 1 21,f4d6 f8d8 d6g3 d8d5 g3f2 a8d8,1786,75,98,893,advantage defensiveMove long middlegame skewer,https://lichess.org/FYNPrdqw#Some(40),
zl91s,3r2k1/3P1p2/1pP5/p1p1b1p1/4Pn2/5P2/P4KP1/3R1R2 b - - 0 34,e5d4 d1d4 c5d4 c6c7,1645,76,95,13452,advancedPawn crushing endgame sacrifice short,https://lichess.org/WFn1760L/black#Some(67),
bL55X,6Q1/4p3/p1k1p3/8/2P1n3/5r2/7K/8 b - - 4 47,e4d6 g8g2 d6c4 g2f3,1933,80,96,10523,crushing endgame pin short,https://lichess.org/xVFpSuD9/black#Some(93),
XhOLv,3q1rn1/3b1pk1/2n1p1pp/2p1P1N1/5PNQ/2pP1R2/1r4PP/R2B2K1 w - - 0 24,g4h6 g8h6 f3h3 f8h8,1512,74,98,5334,crushing defensiveMove middlegame short,https://lichess.org/lzGOE33E#Some(46),
Rxh0Y,8/8/8/8/2R2pk1/7p/6r1/7K b - - 6 75,g4g3 c4f4 g2a2 f4f1,1584,352,100,2,defensiveMove endgame equality rookEndgame short,https://lichess.org/pRsxRKjX/black#Some(149),
1GaoS,r2r3k/pp3Bpp/2pb1n2/4p1Nb/8/2P1P3/PP4PP/R1B2RK1 b - - 9 17,d8f8 f7h5 f6h5 g5f7 f8f7 f1f7,1976,75,95,6299,advantage fork long middlegame,https://lichess.org/mW27HV2n/black#Some(33),Bird_Opening Bird_Opening_Froms_Gambit
DjFSX,4k2r/1bq1b1pp/p3pn2/1pp1N3/5B2/1PN3P1/1PP2P1P/3QR1K1 w k - 1 19,e5g6 c7c6 f2f3 h7g6,1697,72,95,12972,crushing middlegame quietMove short,https://lichess.org/j7iUTst1#Some(36),Sicilian_Defense Sicilian_Defense_Bowdler_Attack
NtPAt,8/8/2pk2pp/1p1p3P/1P1P2K1/3R1P2/1r6/8 b - - 0 35,b2b4 h5g6,1620,460,100,2,endgame equality oneMove rookEndgame,https://lichess.org/wKsFbuxN/black#Some(69),
4XKH3,2r1rk1n/p5R1/2p1pq1P/1pPp1p2/3PPP2/P2B1P2/1P5Q/2K5 b - - 4 31,e8e7 e4e5 f6g7 h6g7,1767,246,100,5,advancedPawn equality middlegame short trappedPiece,https://lichess.org/2hPBd9Nl/black#Some(61),
sxyBN,r1bq1rk1/pp4pn/4pb2/4Npp1/2pP4/2P1P1BP/PPB2P2/RQ2K2R w KQ - 2 18,e5c4 d8d5 e3e4 d5c4,1606,71,97,13692,advantage fork opening short,https://lichess.org/EQUakHrC#Some(34),Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
tp8jf,r7/2p2pkr/3p4/p1pPp1b1/P1P1P1b1/1PQ1N1P1/5RBq/4RK2 b - - 14 34,h2g3 e3f5 g4f5 c3g3,1589,76,95,8816,crushing discoveredAttack fork middlegame pin short,https://lichess.org/87fQ3709/black#Some(67),
YYHXE,r1q2r1k/1p4pp/1p1R4/pP2p3/P1B2nb1/B1Q2N2/5PPP/5RK1 w - - 1 20,f3e5 f4e2 c4e2 c8c3 d6d3 c3e5,1843,76,96,5721,advantage fork long middlegame,https://lichess.org/P0naYpCH#Some(38),
wuujO,rnbqk2r/pp3ppp/2P5/4N3/2B1n3/8/PPPP1KPP/RNBQ3R w kq - 1 8,f2g1 d8d4 g1f1 d4f2,1694,76,95,11915,fork mate mateIn2 opening short,https://lichess.org/Na0lDrjt#Some(14),Russian_Game Russian_Game_Other_variations
GR9hG,1r1r2k1/1bq1bppp/p3pn2/npp5/N1P5/3PPNP1/P3QPBP/BR1R2K1 w - - 0 17,a1e5 b7f3 e5c7 f3e2,1558,75,95,4935,crushing middlegame short,https://lichess.org/kcWI5ycj#Some(32),English_Opening English_Opening_Agincourt_Defense
ViHTj,2kr3r/ppp2p2/3p3p/b2P4/4P1bq/P2B1P1P/RB2KP2/1N1Q4 w - - 0 20,b2h8 g4f3 e2f3 h4h5 f3e3 h5d1,1613,76,95,14105,attraction crushing long middlegame sacrifice skewer,https://lichess.org/9cOzOYn3#Some(38),
rrCXD,2b4r/1p2kp1p/2pp1pp1/q7/2rP1Q2/4P3/P2N1PPP/R4RK1 b - - 1 19,c4a4 d2e4 h8d8 f4f6,1626,73,95,7103,crushing master masterVsMaster middlegame short,https://lichess.org/FBAik4Iz/black#Some(37),Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Other_variations
Fjc20,6k1/ppp3p1/2pq3p/8/4p3/2Kr4/PPP3N1/2Q3R1 w - - 0 35,c2d3 d6d3 c3b4 a7a5 b4a4 d3b5 a4a3 b5b4,1799,72,96,11415,endgame mate mateIn4 veryLong,https://lichess.org/3pF6JTDM#Some(68),
tDnmF,8/3kp3/3p4/1p1n4/5RP1/1Nr1B3/1K6/8 w - - 1 38,e3d4 c3b3 b2b3 d5f4,1782,79,95,14272,crushing endgame short,https://lichess.org/lYUHh7Xv#Some(74),
S0vhz,1k6/1pp5/4p3/pP3q2/2P2Qp1/6P1/P4PK1/8 b - - 3 34,b7b6 f4f5 e6f5 f2f3 b8c8 f3g4 f5g4 g2f2 a5a4 f2e3,1771,76,95,8574,crushing defensiveMove endgame queenEndgame veryLong,https://lichess.org/wCwYsDdB/black#Some(67),
zJHN5,6k1/5p1p/6pP/3PQ1P1/1b2p1q1/1N6/1P2K3/7R w - - 3 31,e2e3 g4f3 e3d4 f3d3,1688,76,97,12596,endgame fork mate mateIn2 short,https://lichess.org/0ZCwH74e#Some(60),
baMXm,8/8/8/ppk5/4P3/P1K5/8/8 w - - 0 45,c3b3 c5d4 b3c2 d4e4 c2d2 e4d4,1819,74,96,3231,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/MH79lh5h#Some(88),
yMcBm,8/4p1bp/p4pk1/3Q4/3P2P1/4P2P/PPq5/6K1 b - - 0 33,g7h6 d5g8 h6g7 g8e8 g6h6 e8h5,1843,72,96,11071,endgame long mate mateIn3,https://lichess.org/1QwUd43T/black#Some(65),
UGT3M,2k5/1pp1n3/6r1/pP5p/3P4/P3P2P/5rBK/R5R1 w - - 1 35,a1f1 g6g2 g1g2 f2f1,1569,74,100,602,advantage deflection endgame short,https://lichess.org/tfhE62uK#Some(68),
RytlR,2k2r1r/p1p5/1p5p/q2b4/5p2/1P1Q1P1P/P3B1PB/R5K1 b - - 0 25,h6h5 b3b4 a5b4 d3d5 b4c5 d5c5,1952,74,95,5196,advantage deflection long middlegame,https://lichess.org/HbAq3UNQ/black#Some(49),
Q11z1,8/1p2p3/3kPnKP/P7/8/8/4N1p1/8 b - - 0 50,d6e6 e2f4 e6d6 f4g2,1758,76,96,11083,crushing endgame knightEndgame short,https://lichess.org/8X6iwxu1/black#Some(99),
PANPQ,8/6k1/3R4/3PP1pp/8/6PK/4r2P/8 w - - 1 45,e5e6 g5g4 h3h4 g7g6 h2h3 e2h2 e6e7 g6f5 d6f6 f5f6,1929,173,100,24,crushing endgame rookEndgame veryLong,https://lichess.org/UFxMP5C4#Some(88),
c551t,r1b2rk1/ppp2pp1/3p1q1p/4p2n/1nB1P3/2NPPN1P/PPP3P1/2R1QR1K w - - 5 13,f3h4 f6f1 e1f1 h5g3 h1g1 g3f1,1629,76,97,4228,advantage attraction fork long opening sacrifice,https://lichess.org/GlVzJXmv#Some(24),Italian_Game Italian_Game_Giuoco_Piano
JRNMW,5k2/1b4p1/p3Np2/1p1n4/8/P6P/1P3PP1/6K1 b - - 0 35,f8f7 e6d8 f7g6 d8b7,1584,500,100,0,endgame equality fork short,https://lichess.org/sFVpiFCD/black#Some(69),
