PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
DPzzw,r4rk1/2R2pp1/p6p/4p2Q/1bR1N3/7P/1q3PP1/6K1 b - - 1 25,a6a5 e4f6 g8h8 h5f5,2360,75,95,464,crushing middlegame short,https://lichess.org/bUxJvWjj/black#Some(49),
WVmds,r3rk2/pp1n1pq1/2p2b2/3p4/3P1Q2/2N1R3/PPP2PPP/R5K1 b - - 18 23,f6d4 f4d6 f8g8 e3g3,2170,76,95,594,advantage fork middlegame pin short,https://lichess.org/nKfZxAWD/black#Some(45),
MuytC,b2Q4/7p/2q2kp1/4pp2/7b/3B4/1P1B1PP1/6K1 b - - 1 40,f6e6 d3c4 c6c4 d8g8,2193,74,95,6528,crushing endgame sacrifice short,https://lichess.org/Np88hGBv/black#Some(79),
XpXtb,r4k1r/ppqb1ppp/4p1n1/2bpP3/3n4/P1NB1NQ1/1PP2PPP/R1B1R1K1 w - - 14 13,c1e3 d4f3 g3f3 d5d4,2088,74,95,3889,advantage kingsideAttack middlegame short,https://lichess.org/slaDz1uf#Some(24),Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
1Pknm,1N4k1/1Q4p1/7p/2p3r1/5b2/2P4q/PP3PP1/R4RK1 w - - 0 25,b7d5 g8h8 f1d1 h3h2 g1f1 g5d5,2316,75,98,149,crushing defensiveMove long middlegame pin,https://lichess.org/TPTUrWnm#Some(48),
f6Vdi,4Q3/p4r1k/5Ppb/7p/2q5/6PP/6BK/3R4 b - - 5 35,f7f6 d1d7 h6g7 e8e7 c4f7 e7f7 f6f7 d7f7,2115,75,96,272,crushing endgame veryLong,https://lichess.org/Ec22x8Uk/black#Some(69),
pEUjy,3K4/2P5/R3bp2/4pkp1/7p/4P3/2r4P/4N3 b - - 2 39,c2c3 e3e4 f5e4 a6e6,2052,79,95,7261,advantage deflection endgame short,https://lichess.org/izHYuzrh/black#Some(77),
rhKXC,rn1qk1nr/pp3p1p/4b1p1/3Nb3/8/4BP2/PPP3PP/R2QKBNR w KQkq - 1 9,f1c4 d8h4 g2g3 h4c4,2116,75,95,2283,crushing fork opening short,https://lichess.org/8mprhxJ0#Some(16),Caro-Kann_Defense Caro-Kann_Defense_Maroczy_Variation
AielV,8/p1R4p/5k2/5n2/5K2/r7/6PP/8 b - - 4 30,h7h5 c7c6 f6e7 f4f5,2073,462,100,3,deflection endgame equality short,https://lichess.org/S1yav5PG/black#Some(59),
FD0bh,3r1rk1/1p4p1/p7/7p/2Pp1B2/3n3P/P5B1/4RR1K w - - 1 32,g2d5 d8d5 c4d5 d3e1 f1e1 f8f4 d5d6 f4f7 e1e8 g8h7,2474,93,97,220,advantage middlegame quietMove veryLong,https://lichess.org/uskK53DP#Some(62),
7JGNE,r2q1rk1/2p1npb1/p1n3p1/1p6/3pQ3/1BP5/PP3PP1/RNB2K1R b - - 0 15,c6e5 e4h4 f8e8 h4h7 g8f8 c1h6 e7f5 h6g7 f5g7 h7h8 f8e7 h8g7,2104,76,95,3719,crushing deflection kingsideAttack middlegame veryLong,https://lichess.org/Xo0bAdMT/black#Some(29),Ruy_Lopez Ruy_Lopez_Morphy_Defense
Oa8lj,7K/8/3kB3/p2P4/1p6/7P/8/8 w - - 0 43,h3h4 a5a4 h4h5 a4a3 h5h6 a3a2 h6h7 a2a1q,2290,78,100,144,advancedPawn bishopEndgame crushing endgame promotion quietMove veryLong,https://lichess.org/yor7ufq3#Some(84),
E2qca,r1b1k2r/5ppp/p1pp1q2/4p3/4P1Pb/2N1BP2/PPPQ2K1/R6R b kq - 3 15,h7h5 g4g5 h4g5 e3g5,2175,76,96,2451,advantage middlegame short,https://lichess.org/B06PhQJA/black#Some(29),Sicilian_Defense Sicilian_Defense_Najdorf_Variation
U3uHh,5r2/4n1k1/p4rpR/1pp1p1q1/3pP1P1/1B1P1P2/1PP2QK1/7R b - - 0 34,g5h6 h1h6 f6f3 h6h7 g7h7 f2h4 h7g7 h4e7 g7h6 e7h4,2398,79,96,370,advantage attraction fork middlegame veryLong,https://lichess.org/3sPmjubn/black#Some(67),
X23N5,r3r1k1/2p2p2/p1pb1pb1/2Np4/3P2q1/2Q1P1P1/PP1N3P/2R2RK1 w - - 1 21,d2f3 d6g3 h2g3 g4g3 g1h1 g8g7 c3d2 e8h8 f3h2 h8h2 d2h2 a8h8,2073,74,95,1844,clearance crushing fork middlegame pin sacrifice veryLong,https://lichess.org/uxSUeoI0#Some(40),
YDESY,8/8/8/6Pk/7P/8/p1NKp3/2n5 w - - 1 46,d2e1 c1b3 g5g6 h5g6 e1e2 b3d4 c2d4 a2a1q,2234,75,96,226,advancedPawn crushing deflection endgame exposedKing knightEndgame promotion quietMove veryLong,https://lichess.org/Gf8uJvYI#Some(90),
Tlg2j,5rk1/p3ppbp/1q6/6P1/2QN1p2/4P3/Pr3PP1/R2R2K1 w - - 0 20,e3f4 b2b4 c4b4 b6b4,2049,75,96,294,advantage middlegame short,https://lichess.org/X39gMNcc#Some(38),
PZpPl,3rr1k1/5ppp/p2b4/8/1Q2pP2/1P2P1qP/PB1P2P1/2R2RK1 w - - 7 22,b4b6 d6f4 e3f4 d8d2 f1f2 e4e3 f2d2 e3d2,2303,75,96,140,advancedPawn advantage discoveredAttack middlegame veryLong,https://lichess.org/hpwmFni8#Some(42),
5ELFm,3r2k1/5pp1/5q1p/n3p3/1Q6/4P2P/r4PP1/R4RK1 b - - 3 25,d8d2 a1a2 d2a2 b4b8 g8h7 b8b1 g7g6 b1a2,2006,74,96,2061,crushing fork middlegame veryLong,https://lichess.org/gXxrppfL/black#Some(49),
OKBnI,2k1rr2/1p6/2p1n3/Q3P2p/4pPqB/6P1/PP3R2/4R1K1 b - - 1 30,e6f4 f2f4 f8f4 a5a8 c8c7 a8e8,2052,75,95,2332,crushing long middlegame sacrifice skewer,https://lichess.org/ewvc0f7H/black#Some(59),
iwl64,r2q4/pp2k1pQ/4p3/8/2p1b2P/2P5/PPB3r1/2KR1R2 w - - 0 24,d1d8 g2c2 c1b1 e4h7 d8a8 c2f2 b1c1 f2f1,2038,76,95,8289,crushing discoveredAttack middlegame veryLong,https://lichess.org/EE7JTl6z#Some(46),
iq20Z,8/p7/7p/8/PP3p1P/3k1P2/8/2K5 w - - 0 44,b4b5 d3c4 c1d2 c4b4 d2d3 b4a4,2136,74,97,264,crushing endgame long pawnEndgame,https://lichess.org/8XXmkRD8#Some(86),
6b7ZT,6k1/1p3ppp/3P4/p3r3/P2R4/1Q1K1qP1/5P1n/3R4 w - - 2 35,d3c4 e5c5 c4c5 f3c6,2353,83,100,59,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/pAaJxDoX#Some(68),
MUfOO,3b2r1/pppk3p/3p4/4n3/1P1q4/P4PN1/2Q4P/4R2K b - - 3 29,e5f3 c2f5 d7c6 e1c1,2221,76,98,126,crushing fork middlegame short,https://lichess.org/QtAFl7sh/black#Some(57),
Y0x3D,8/6kp/4Qp2/3p4/4p2P/3nP1P1/3r1P2/5K2 w - - 3 38,e6d5 d2d1 f1e2 d3f4 e2d1 f4d5,2052,76,97,317,crushing endgame long,https://lichess.org/g9VLZMIU#Some(74),
doKFe,8/5p1p/3p1k2/p1pP1p2/5K1P/1P6/P5P1/8 b - - 0 31,f6g6 h4h5 g6h5 f4f5 h5h4 f5f6,2289,77,96,262,crushing deflection endgame long pawnEndgame,https://lichess.org/nenrFLqD/black#Some(61),
tIu4X,8/8/8/p3k3/2K5/1P6/8/8 b - - 4 55,e5d6 c4b5 a5a4 b5a4 d6c5 a4a5,2003,75,97,1287,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/RBxGe23y/black#Some(109),
tvs7b,1k6/1br3QR/1p6/p1qp4/8/4nP2/PPPR2P1/1K6 w - - 7 36,g7e5 e3c4 e5c7 c5c7 h7c7 c4d2,2101,75,96,1551,crushing fork long middlegame,https://lichess.org/RxVYKVEa#Some(70),
JUW1u,r4r1k/p1p4p/3pB1p1/3P4/2b2R1Q/P1q1P3/6PP/4R1K1 b - - 1 26,g6g5 f4c4 c3e3 e1e3,2114,75,97,324,advantage middlegame short,https://lichess.org/X5n3gU4u/black#Some(51),
IC3Sj,5r1k/1q1b2pn/3p1N1p/p3pP1P/1bQ1P1P1/3P3N/8/2BK1B1R w - - 1 29,f6d5 d7a4 d1e2 f8c8 c4a2 c8c2 a2c2 a4c2,2064,75,95,8338,advantage exposedKing fork middlegame veryLong,https://lichess.org/Nc08lldE#Some(56),
0dqqq,8/8/8/8/p1p5/2P5/1P1k4/1K6 w - - 11 62,b1a1 a4a3 a1a2 a3b2,2189,76,97,160,advancedPawn crushing endgame pawnEndgame short,https://lichess.org/QG2m5XpK#Some(122),
zF4y2,5r1k/2p2p2/2qp2np/8/2p2PQ1/P7/2P1R1PP/1N4K1 w - - 0 27,f4f5 c6b6 g1f1 b6b1,2019,74,95,11055,crushing endgame fork short,https://lichess.org/NVIAOpH2#Some(52),
rwgE7,2rq1r1k/1p1nb1pp/p2p2p1/3P2Pn/2p1PpQP/P1N1B3/1PP1B3/2KR1R2 w - - 0 20,e3f4 f8f4 f1f4 d7e5,2058,74,95,2496,advantage middlegame sacrifice short,https://lichess.org/BZadEA0d#Some(38),
LVRaP,r4r2/1b3pkP/1p2p3/2qp3Q/1p2BP1R/P7/2P4P/R3K3 b Q - 0 25,d5e4 h5h6 g7h8 h6f6,2006,76,95,11434,master mate mateIn2 middlegame short,https://lichess.org/1AgaUNRN/black#Some(49),
TDPvn,r2r3k/1p3p1p/p4P1P/5p2/1nB5/1P2qP2/6Q1/1K1R2R1 b - - 7 31,d8g8 g2g8 a8g8 g1g8 h8g8 d1d8 e3e8 d8e8,2138,75,96,350,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/abyqaRIX/black#Some(61),
vy0J3,8/6k1/6p1/6K1/5P2/8/7P/8 w - - 2 54,h2h4 g7f7 h4h5 g6h5,2101,111,100,54,endgame equality pawnEndgame short,https://lichess.org/Sqlw21nf#Some(106),
Jsjrw,r2qk2r/1bp2pp1/p2b1n1p/np1p4/3P3B/1BN1PN2/PP3PPP/R2QK2R w KQkq - 2 13,c3d5 b7d5 b3d5 d6b4 e1e2 d8d5,2129,74,96,2788,advantage discoveredAttack long opening,https://lichess.org/6kslLV3J#Some(24),Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
2UDTC,rn3b1r/pp2k2p/2p1pp2/7Q/3q4/4B3/PPP2PPP/R3K2R b KQ - 3 12,d4b2 e3c5 e7d8 a1d1 b8d7 h5f7 b2c3 e1f1,2254,79,95,1164,crushing defensiveMove middlegame pin veryLong,https://lichess.org/S9Kst0NA/black#Some(23),Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack
47w70,r1bqk1nr/1pp3p1/1pnp3p/4pp2/2BNP3/3P3P/PPP2PP1/R1BQK2R b KQkq - 1 9,e5d4 d1h5 e8d7 h5f5 d7e7 f5f7,2139,75,95,8838,exposedKing interference long mate mateIn3 opening,https://lichess.org/o9jOEUrn/black#Some(17),Vienna_Game Vienna_Game_Max_Lange_Defense
28GjA,4R3/3r1pk1/1p4pp/2p3b1/2BqQ3/5P1P/PP3PK1/8 w - - 13 33,e4c6 g5h4 e8e2 d4c4,2109,80,96,538,crushing endgame short,https://lichess.org/sjzkE6Hg#Some(64),
LdkdR,8/pkp3Q1/1b6/8/5n2/P7/4r3/1R3K2 w - - 8 42,g7g4 e2f2 f1e1 f4g2 g4g2 f2g2,2145,74,96,200,crushing endgame exposedKing long,https://lichess.org/4dGCexTC#Some(82),
waqUl,r4r2/2Q5/p5pk/4N2p/3P1p2/P1P4q/1P3P2/R4RK1 w - - 0 27,e5f7 f8f7 c7f7 h3g4,2226,75,95,1028,crushing middlegame sacrifice short,https://lichess.org/zR1tqIWA#Some(52),
EfaXp,3q1rk1/5pbp/5np1/2Ppn1B1/8/2N2B1P/5PP1/Q4RK1 w - - 0 19,c3d5 e5f3 g2f3 f6d5 g5d8 g7a1 f1a1 f8d8 a1d1 g8f8,2197,78,95,1607,crushing defensiveMove discoveredAttack intermezzo middlegame veryLong,https://lichess.org/mfVoH4vQ#Some(36),Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
H2O7u,2k5/pp3p2/2n1p3/1P1p2PK/3P4/4P3/5q1P/2R4R b - - 2 31,f2g2 h5h6 g2e4 h6g7 c8d7 b5c6,2123,335,100,3,endgame equality long,https://lichess.org/f0SDQ0iA/black#Some(61),
iTIsL,rn3rk1/1bq3pp/p2p1p2/1pb5/4Pp2/P1NB1P2/1PPQ1BPP/R3K2R w KQ - 0 18,b2b4 c5e3 f2e3 f4e3 d2e3 c7c3,2228,76,96,2602,crushing long middlegame,https://lichess.org/EAOI2C2H#Some(34),Sicilian_Defense Sicilian_Defense_Kan_Variation
0c3pG,r4r1k/p4Pp1/2Q4p/1pn3q1/8/8/P1P1R1PP/5RK1 b - - 0 26,a8c8 c6c8 f8c8 e2e8 h8h7 f7f8q c8e8 f8e8,2262,76,96,1388,advancedPawn advantage middlegame promotion sacrifice veryLong,https://lichess.org/D47iMVSS/black#Some(51),
alqNU,5rk1/ppp2p1p/2p1P3/5Q2/8/2q5/P1P3PP/5RK1 b - - 0 24,c3g7 e6e7 f8e8 f5d7 e8e7 d7e7,2029,75,97,1050,advancedPawn clearance crushing endgame long,https://lichess.org/D79cX584/black#Some(47),
FEP5t,rnbq1rk1/ppp2p1p/6p1/2b1N3/4Q3/3B4/PPPP2PP/RNB1K2R w KQ - 0 9,b2b4 c5d4 c2c3 d4e5,2009,76,95,10221,advantage opening short,https://lichess.org/kWTkPCYH#Some(16),Russian_Game Russian_Game_Damiano_Variation
H9fDk,8/6p1/5k1p/3p1p2/2pP1PP1/2P4P/1P6/1K6 w - - 1 39,b1c2 f5g4 h3g4 g7g6 c2d2 h6h5,2499,115,100,24,crushing endgame long pawnEndgame quietMove,https://lichess.org/dKKli7cp#Some(76),
iZzHA,2rq1r2/pN4k1/4Qn1p/6p1/8/P6P/3p2PB/4RRK1 b - - 1 29,d2e1q b7d8,2171,148,95,23,equality middlegame oneMove,https://lichess.org/3rt4nZzy/black#Some(57),
4UeCE,5rk1/6pp/q3p1r1/3pB3/1PbR3Q/2P1R3/5PPP/6K1 w - - 3 30,h2h3 a6a1 g1h2 g6g2 h2g2 a1f1 g2h2 f8f2 h4f2 f1f2,2094,75,97,91,attraction crushing deflection middlegame sacrifice veryLong,https://lichess.org/syfXwHQl#Some(58),
Cb2vr,2k5/p1p2p2/1p3P2/1P4p1/P1PpR1Pr/2qP3p/7P/5QK1 b - - 8 35,c8b7 f1f3 h4g4 e4g4,2043,75,95,3013,crushing discoveredAttack endgame short,https://lichess.org/wcGe5YCt/black#Some(69),
bYYgL,1r1qr1k1/5pp1/p1p2n1p/3p4/1b5B/1PN1Q3/P1P1RPPP/3R2K1 w - - 1 19,e3d4 b4c3 e2e8 f6e8 d4c3 d8h4,2235,79,96,878,crushing long middlegame,https://lichess.org/6FEloiKN#Some(36),French_Defense French_Defense_Classical_Variation
B1eX7,r2q1rk1/1p1bbppp/p3p3/3pP1P1/2p2P2/2P1P3/PPBB3P/R2Q1RK1 b - - 0 14,b7b5 c2h7 g8h7 d1h5 h7g8 f1f3 e7g5 f4g5,2102,75,95,2604,attraction crushing kingsideAttack middlegame quietMove sacrifice veryLong,https://lichess.org/Ma0JWVe2/black#Some(27),Horwitz_Defense Horwitz_Defense_Other_variations
Hmd4k,r2qk2r/pppb4/4pbQ1/3n4/3B4/8/PPP2PPP/3R1RK1 b kq - 0 15,e8e7 d4c5,2201,76,100,158,mate mateIn1 middlegame oneMove,https://lichess.org/wsExhO4T/black#Some(29),French_Defense French_Defense_Rubinstein_Variation
IajS2,2r2r1k/p4p1p/Qb6/3q1pN1/8/3B1P2/PP5P/6RK b - - 0 27,b6g1 a6h6 d5f3 g5f3,2358,75,95,755,crushing middlegame short,https://lichess.org/3RTrFm1m/black#Some(53),
49emT,6k1/3b1p1p/1nn1p1pP/3pP3/pr3PP1/3B1N2/2PKN3/R7 b - - 2 25,c6a5 d2c3 b4c4 d3c4,2077,74,95,3637,crushing master middlegame short trappedPiece,https://lichess.org/75qWWEqQ/black#Some(49),
Io1va,7k/3q2pp/2b4r/8/2Qp4/8/PP3PPK/4RR2 w - - 1 31,h2g1 h6h1 g1h1 d7h3 h1g1 h3g2,2077,75,95,2574,attraction endgame long mate mateIn3 pin sacrifice,https://lichess.org/F97InmPZ#Some(60),
oSkE8,r1bq1rk1/ppp2ppp/2np1n2/2b1p3/8/3P1NP1/PPPNPPBP/R1BQ1RK1 w - - 4 7,f1e1 c5f2 g1f2 f6g4 f2g1 g4e3,2026,74,95,4637,attraction crushing kingsideAttack long opening sacrifice,https://lichess.org/1Do80VNL#Some(12),Zukertort_Opening Zukertort_Opening_Black_Mustang_Defense
AUczh,5r2/pp4k1/b1r1p1pp/2p1P3/3nN1P1/1PR5/P4PKP/3R4 b - - 6 25,b7b6 d1d4 c5d4 c3c6 a6b7 c6c7 f8f7 c7f7 g7f7 f2f3 b7e4 f3e4,2130,130,96,36,capturingDefender equality fork middlegame quietMove veryLong,https://lichess.org/Lv6Qgb2c/black#Some(49),
GNPdS,6k1/p4pbp/4pqp1/6P1/2P2P2/8/Pr3B1P/3Q1RK1 b - - 0 25,f6f4 d1d8 g7f8 d8f8 g8f8 f2c5 f8e8 f1f4,2036,76,100,60,advantage attraction endgame sacrifice veryLong,https://lichess.org/TcSmyoTz/black#Some(49),
MOzAK,2kr3r/p4p2/2p1p3/3pPb2/5P2/P4Q2/3NKP1q/R1R5 b - - 1 27,c8c7 c1h1 h2h3 h1h3 h8h3 f3g2,2287,75,96,603,advantage long middlegame trappedPiece,https://lichess.org/fC1FCihV/black#Some(53),
GCiax,4rbk1/1b1R4/6R1/4p1pN/pq4P1/1p2P3/1P3PP1/6K1 b - - 9 33,g8h8 g6g8 h8g8 h5f6 g8h8 d7h7,2198,78,95,7176,arabianMate attraction exposedKing fork long mate mateIn3 middlegame sacrifice,https://lichess.org/koiCK4wH/black#Some(65),
8AAel,8/7p/8/2k5/3p2P1/2pK4/1p6/7R w - - 2 48,g4g5 c5b4 d3c2 d4d3 c2d3 b4b3,2026,79,95,10761,crushing defensiveMove endgame exposedKing long master rookEndgame,https://lichess.org/34SCOYWJ#Some(94),
xqMh2,rn3rk1/p4pp1/1n5p/3pN1qb/2pP4/2P2N1P/P1B2PP1/RQ2R1K1 b - - 5 19,h5f3 c2h7 g8h8 e5f7 f8f7 e1e8 f7f8 e8f8,2098,75,95,1812,clearance deflection kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/6ihy3X2C/black#Some(37),French_Defense French_Defense_Exchange_Variation
sTnTm,r2q1rk1/1b1pnp2/pbn1pN1p/1p2P3/1P6/P4N2/2B2PPP/R2QR1K1 b - - 1 16,g8h8 d1d2 e7f5 c2f5,2417,76,98,134,crushing middlegame short,https://lichess.org/S8pA3hI1/black#Some(31),Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted
St361,2kr1bnr/ppp1pppp/2n5/3P1q2/6b1/2N2N2/PPP1BPPP/R1BQK2R b KQ - 0 7,g8f6 e2d3 f5d7 d5c6,2152,75,95,696,advantage opening short,https://lichess.org/DLpG2a3E/black#Some(13),Nimzowitsch_Defense Nimzowitsch_Defense_Scandinavian_Variation
TCHtq,r2qr1k1/p1p2ppp/1p4B1/3n2N1/7Q/P1N1bP2/1PP3KP/R6R b - - 0 19,d8g5 h4g5 e3g5 c3d5 h7g6 d5c7 e8e2 g2f1 e2c2 c7a8,2010,75,95,3147,advantage fork middlegame veryLong,https://lichess.org/bp8Ffqx8/black#Some(37),Zukertort_Opening Zukertort_Opening_Tennison_Gambit
WzP95,3Qr1k1/p4ppp/1p2q3/n1p2N2/8/4P1P1/6BP/3R2K1 w - - 2 27,f5e7 g8f8 e7f5 e6f5,2004,74,95,3157,crushing defensiveMove middlegame short,https://lichess.org/GXdXsszQ#Some(52),
zuSka,4N3/8/1p2k1P1/1Kp4P/8/4n3/8/8 b - - 0 63,e3f5 e8g7 f5g7 h5h6 g7h5 h6h7,2133,75,96,1234,advancedPawn crushing endgame knightEndgame long sacrifice,https://lichess.org/0Bhss5hc/black#Some(125),
J7W1z,r1bqk1nr/ppp2ppp/1b6/4p3/2B1P3/BQP5/P4PPP/RN2K2R b KQkq - 1 10,g8h6 b3b5 c8d7 b5e5 d7e6 c4e6,2039,76,96,1364,advantage long opening,https://lichess.org/IeuFiZg7/black#Some(19),Italian_Game Italian_Game_Evans_Gambit
B7tEP,2kr3r/1pp2ppp/p5n1/q1bNP3/P3pP2/4B3/1PP1Q1PP/3R1RK1 w - - 3 22,b2b3 d8d5 d1d5 c5e3 e2e3 a5d5,2010,74,95,5632,advantage discoveredAttack kingsideAttack long middlegame,https://lichess.org/b7A1WWcc#Some(42),
QHc4V,4r1rk/7p/1p1p1n2/2pq1p2/P7/2P1B3/1P2Q1PP/4RRK1 w - - 3 27,e2d2 e8e3 d2d5 f6d5,2321,77,95,1315,crushing middlegame short,https://lichess.org/d4Njtlhw#Some(52),
AlZta,8/5P1p/4B3/2p5/2P5/6KP/k7/5r2 b - - 0 44,a2b3 g3g4 f1f6 g4g5 f6e6 f7f8q,2038,75,95,6643,advancedPawn crushing endgame long promotion,https://lichess.org/3gJirJPj/black#Some(87),
5KdMS,2r2rk1/pp3p1p/2n1p1pb/3pP3/1P1P3q/2B2B1P/P1R2PP1/3Q1RK1 b - - 2 17,c6d4 c3d4 c8c2 g2g3,2148,76,95,450,advantage middlegame sacrifice short,https://lichess.org/Tn8F1um5/black#Some(33),Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
u37vh,4r3/8/7P/7R/8/2p2p2/K1P3k1/8 w - - 0 50,h6h7 f3f2 h5g5 g2f3,2167,74,95,626,advancedPawn crushing defensiveMove endgame rookEndgame short,https://lichess.org/75Xt9EgS#Some(98),
F0i8s,8/7p/2pB2p1/6P1/2kb4/8/P1K5/8 b - - 1 48,d4c5 d6c5 c4c5 c2c3 c5b5 c3b3,2293,75,100,81,bishopEndgame crushing defensiveMove endgame long zugzwang,https://lichess.org/s4iWXjmZ/black#Some(95),
6fhQs,8/8/3p1k2/2pKp3/1pP5/5P2/P7/8 b - - 6 74,f6f5 d5d6 f5f4 d6d5 f4f3 d5e5,2151,77,98,67,crushing endgame long pawnEndgame,https://lichess.org/F12x5pfC/black#Some(147),
4payv,Qnk1r3/Rp1r2p1/1Ppb3p/3n4/2NPp3/6P1/1P3P1P/6K1 b - - 2 34,e8e7 a7b7 d7b7 c4d6 c8d8 d6b7,2037,74,96,1813,attraction crushing deflection fork long middlegame pin,https://lichess.org/Yka57Ozb/black#Some(67),
rIjRz,3r1r1k/1p3pN1/p4n2/1p2q3/1P6/2Pp2RP/P2Q2PK/5R2 b - - 0 29,f6e4 d2h6 h8g8 g7h5 e5g3 h5g3,2170,96,100,20,crushing discoveredAttack exposedKing long middlegame,https://lichess.org/79iYXmHx/black#Some(57),
Q89ku,r5k1/p4rpp/1p2Q3/5N2/1q5b/5K2/P7/R5R1 b - - 0 32,b4d4 e6f7 g8f7 f5d4,2033,74,95,1734,crushing middlegame short,https://lichess.org/ocVcwI03/black#Some(63),
dZHYU,5k1r/5rp1/p2q3p/1p1b4/2p3B1/P6Q/1PP3PP/4RR1K w - - 0 27,g4e6 d5e6 f1f7 f8f7,2300,89,100,30,advantage middlegame short,https://lichess.org/DSM2zYND#Some(52),
